Compound,Rep,sample,EE.adjust.conc,C,N,Nmol.C,Nmol.N
Homoserine,210322_Smp_PS_B,PS,0.42697288746720424,4,1,1.707891549868817,0.42697288746720424
Homoserine,210322_Smp_PS_C,PS,0.34019726683588697,4,1,1.3607890673435479,0.34019726683588697
Hydroxyectoine,210322_Smp_PS_A,PS,0.05541429170248782,6,2,0.33248575021492693,0.11082858340497564
Hydroxyectoine,210322_Smp_PS_B,PS,0.059481421614151125,6,2,0.35688852968490675,0.11896284322830225
Hydroxyectoine,210322_Smp_PS_C,PS,0.04073261606571137,6,2,0.24439569639426822,0.08146523213142275
Hypoxanthine,210322_Smp_Aloha_A,Aloha,0.8209960313160047,5,4,4.104980156580024,3.283984125264019
Hypoxanthine,210322_Smp_Aloha_B,Aloha,0.6239399292986313,5,4,3.1196996464931566,2.495759717194525
Hypoxanthine,210322_Smp_Aloha_C,Aloha,0.6147604049058865,5,4,3.0738020245294324,2.459041619623546
Hypoxanthine,210322_Smp_LW_A,LW,0.7378877081028887,5,4,3.689438540514444,2.951550832411555
Hypoxanthine,210322_Smp_LW_B,LW,1.460197112880895,5,4,7.300985564404475,5.84078845152358
Hypoxanthine,210322_Smp_LW_C,LW,1.7894347027307387,5,4,8.947173513653693,7.157738810922955
Imidazoleacrylic Acid,210322_Smp_Aloha_A,Aloha,1.2778666101147897,6,2,7.6671996606887385,2.5557332202295795
Imidazoleacrylic Acid,210322_Smp_Aloha_B,Aloha,2.1555277490093254,6,2,12.933166494055953,4.311055498018651
Imidazoleacrylic Acid,210322_Smp_Aloha_C,Aloha,1.3259837030721138,6,2,7.955902218432683,2.6519674061442275
Imidazoleacrylic Acid,210322_Smp_LW_A,LW,1.0869513306719523,6,2,6.521707984031714,2.1739026613439045
Imidazoleacrylic Acid,210322_Smp_LW_B,LW,1.8435885189122339,6,2,11.061531113473404,3.6871770378244677
Imidazoleacrylic Acid,210322_Smp_LW_C,LW,1.547579749903228,6,2,9.285478499419368,3.095159499806456
(Iso)leucine,210322_Smp_Aloha_A,Aloha,4.357479603670864,6,1,26.144877622025184,4.357479603670864
(Iso)leucine,210322_Smp_Aloha_B,Aloha,4.6459304094261515,6,1,27.87558245655691,4.6459304094261515
(Iso)leucine,210322_Smp_Aloha_C,Aloha,4.281788033364493,6,1,25.69072820018696,4.281788033364493
(Iso)leucine,210322_Smp_LW_A,LW,1.004382927854903,6,1,6.0262975671294186,1.004382927854903
(Iso)leucine,210322_Smp_LW_B,LW,1.7857603300245197,6,1,10.714561980147119,1.7857603300245197
(Iso)leucine,210322_Smp_LW_C,LW,1.3776472704296654,6,1,8.265883622577991,1.3776472704296654
(Iso)leucine,210322_Smp_NP_A,NP,0.5202863624814303,6,1,3.1217181748885823,0.5202863624814303
(Iso)leucine,210322_Smp_NP_B,NP,0.6024946505073551,6,1,3.61496790304413,0.6024946505073551
(Iso)leucine,210322_Smp_NP_C,NP,0.47204495248802014,6,1,2.832269714928121,0.47204495248802014
(Iso)leucine,210322_Smp_PS_A,PS,1.4073715675180098,6,1,8.444229405108059,1.4073715675180098
(Iso)leucine,210322_Smp_PS_B,PS,1.3897476760032363,6,1,8.338486056019418,1.3897476760032363
(Iso)leucine,210322_Smp_PS_C,PS,1.4444827057777745,6,1,8.666896234666646,1.4444827057777745
Lysine,210322_Smp_Aloha_A,Aloha,2.423067410705017,6,2,14.538404464230103,4.846134821410034
Lysine,210322_Smp_Aloha_B,Aloha,2.4201007871584395,6,2,14.520604722950637,4.840201574316879
Lysine,210322_Smp_Aloha_C,Aloha,2.934659491585055,6,2,17.607956949510328,5.86931898317011
Melamine,210322_Smp_Aloha_A,Aloha,0.8075131544007815,3,6,2.4225394632023445,4.845078926404689
Melamine,210322_Smp_Aloha_B,Aloha,0.8111352140453126,3,6,2.433405642135938,4.866811284271876
Melamine,210322_Smp_Aloha_C,Aloha,1.081379301563829,3,6,3.2441379046914873,6.488275809382975
Melamine,210322_Smp_LW_A,LW,0.49473345779430994,3,6,1.4842003733829299,2.9684007467658597
Melamine,210322_Smp_LW_B,LW,0.45258546423160206,3,6,1.3577563926948062,2.7155127853896124
Melamine,210322_Smp_LW_C,LW,0.551094630995201,3,6,1.6532838929856029,3.3065677859712057
Methionine Sulfoxide,210322_Smp_Aloha_A,Aloha,1.3098591333335152,5,1,6.549295666667576,1.3098591333335152
Methionine Sulfoxide,210322_Smp_Aloha_B,Aloha,1.209854859154754,5,1,6.04927429577377,1.209854859154754
Methionine Sulfoxide,210322_Smp_Aloha_C,Aloha,1.6204521599689456,5,1,8.102260799844728,1.6204521599689456
Methionine Sulfoxide,210322_Smp_LW_A,LW,0.2970368130411048,5,1,1.485184065205524,0.2970368130411048
Methionine Sulfoxide,210322_Smp_LW_B,LW,0.3305436735701621,5,1,1.6527183678508106,0.3305436735701621
Methionine Sulfoxide,210322_Smp_LW_C,LW,0.2822907714165844,5,1,1.4114538570829218,0.2822907714165844
Methionine Sulfoxide,210322_Smp_PS_A,PS,0.37272624914362934,5,1,1.8636312457181468,0.37272624914362934
Methionine Sulfoxide,210322_Smp_PS_B,PS,0.6024231596541867,5,1,3.0121157982709335,0.6024231596541867
Methionine Sulfoxide,210322_Smp_PS_C,PS,0.7081545861675524,5,1,3.540772930837762,0.7081545861675524
N(e)-Acetyl-Lysine,210322_Smp_Aloha_A,Aloha,0.10320967472320858,8,2,0.8256773977856686,0.20641934944641716
N(e)-Acetyl-Lysine,210322_Smp_Aloha_B,Aloha,0.06643880777506009,8,2,0.5315104622004807,0.13287761555012018
N(e)-Acetyl-Lysine,210322_Smp_Aloha_C,Aloha,0.0858448227241601,8,2,0.6867585817932808,0.1716896454483202
N(e)-Acetyl-Lysine,210322_Smp_LW_A,LW,0.037413195366189346,8,2,0.29930556292951477,0.07482639073237869
N(e)-Acetyl-Lysine,210322_Smp_LW_B,LW,0.034838540384227665,8,2,0.2787083230738213,0.06967708076845533
N(e)-Acetyl-Lysine,210322_Smp_LW_C,LW,0.07504191756595226,8,2,0.60033534052761806,0.15008383513190451
N(e)-Acetyl-Lysine,210322_Smp_PS_A,PS,0.03833705412328137,8,2,0.30669643298625093,0.07667410824656273
N(e)-Acetyl-Lysine,210322_Smp_PS_B,PS,0.022234920398245987,8,2,0.1778793631859679,0.04446984079649197
N(e)-Acetyl-Lysine,210322_Smp_PS_C,PS,0.021927814921935306,8,2,0.17542251937548245,0.04385562984387061
Ornithine,210322_Smp_Aloha_A,Aloha,7.686533265145948,5,2,38.43266632572974,15.373066530291895
Ornithine,210322_Smp_Aloha_B,Aloha,8.464985524298317,5,2,42.32492762149158,16.929971048596634
Ornithine,210322_Smp_Aloha_C,Aloha,8.660003877008673,5,2,43.30001938504337,17.320007754017347
Salicylic Acid,210322_Smp_Aloha_A,Aloha,30.19410713144527,7,NA,211.3587499201169,NA
Salicylic Acid,210322_Smp_Aloha_B,Aloha,28.706884704156685,7,NA,200.9481929290968,NA
Salicylic Acid,210322_Smp_Aloha_C,Aloha,34.47279421740091,7,NA,241.30955952180636,NA
Sarcosine,210322_Smp_Aloha_A,Aloha,0.9122446685053338,3,1,2.736734005516001,0.9122446685053338
Sarcosine,210322_Smp_Aloha_B,Aloha,1.218051320521175,3,1,3.654153961563525,1.218051320521175
Sarcosine,210322_Smp_Aloha_C,Aloha,0.6208259150371763,3,1,1.862477745111529,0.6208259150371763
Sarcosine,210322_Smp_NP_A,NP,1.580021121005271,3,1,4.740063363015813,1.580021121005271
Sarcosine,210322_Smp_NP_B,NP,0.8527007266086561,3,1,2.558102179825968,0.8527007266086561
Sarcosine,210322_Smp_NP_C,NP,1.0566686058932333,3,1,3.1700058176796997,1.0566686058932333
Serine,210322_Smp_Aloha_A,Aloha,11.37050911218206,3,1,34.111527336546175,11.37050911218206
Serine,210322_Smp_Aloha_B,Aloha,19.26293496655147,3,1,57.78880489965441,19.26293496655147
Serine,210322_Smp_Aloha_C,Aloha,9.912604390293366,3,1,29.737813170880095,9.912604390293366
Serine,210322_Smp_LW_A,LW,12.953683360465586,3,1,38.861050081396755,12.953683360465586
Serine,210322_Smp_LW_B,LW,20.398987478460832,3,1,61.196962435382495,20.398987478460832
Serine,210322_Smp_LW_C,LW,16.304155323012726,3,1,48.91246596903818,16.304155323012726
Stachydrine hydrochloride,210322_Smp_Aloha_A,Aloha,0.15016082426050503,7,1,1.0511257698235352,0.15016082426050503
Stachydrine hydrochloride,210322_Smp_Aloha_B,Aloha,0.1437035856007623,7,1,1.0059250992053361,0.1437035856007623
Stachydrine hydrochloride,210322_Smp_Aloha_C,Aloha,0.13405454484304374,7,1,0.9383818139013063,0.13405454484304374
Stachydrine hydrochloride,210322_Smp_PS_A,PS,0.05727767217700206,7,1,0.4009437052390144,0.05727767217700206
Stachydrine hydrochloride,210322_Smp_PS_B,PS,0.044865013728254056,7,1,0.3140550960977784,0.044865013728254056
Stachydrine hydrochloride,210322_Smp_PS_C,PS,0.04768589190362649,7,1,0.3338012433253854,0.04768589190362649
trans Hydroxyl proline,210322_Smp_PS_A,PS,0.08004467249910335,5,1,0.40022336249551677,0.08004467249910335
trans Hydroxyl proline,210322_Smp_PS_B,PS,0.16651757155815763,5,1,0.8325878577907881,0.16651757155815763
trans Hydroxyl proline,210322_Smp_PS_C,PS,0.12658158025243177,5,1,0.6329079012621588,0.12658158025243177
Trigonelline,210322_Smp_Aloha_A,Aloha,1.0931166210961718,7,1,7.651816347673202,1.0931166210961718
Trigonelline,210322_Smp_Aloha_B,Aloha,0.8773693528555888,7,1,6.1415854699891215,0.8773693528555888
Trigonelline,210322_Smp_Aloha_C,Aloha,0.9348364668848729,7,1,6.54385526819411,0.9348364668848729
Trigonelline,210322_Smp_LW_A,LW,0.06863605492850916,7,1,0.4804523844995641,0.06863605492850916
Trigonelline,210322_Smp_LW_B,LW,0.1616182071472651,7,1,1.1313274500308557,0.1616182071472651
Trigonelline,210322_Smp_LW_C,LW,0.16639528630586814,7,1,1.164767004141077,0.16639528630586814
Trigonelline,210322_Smp_NP_A,NP,0.14797073144930076,7,1,1.0357951201451052,0.14797073144930076
Trigonelline,210322_Smp_NP_B,NP,0.2504747956844827,7,1,1.753323569791379,0.2504747956844827
Trigonelline,210322_Smp_NP_C,NP,0.22008655479563918,7,1,1.5406058835694743,0.22008655479563918
Trigonelline,210322_Smp_PS_A,PS,0.17637276845166244,7,1,1.234609379161637,0.17637276845166244
Trigonelline,210322_Smp_PS_B,PS,0.2129940510397207,7,1,1.490958357278045,0.2129940510397207
Trigonelline,210322_Smp_PS_C,PS,0.17267966972397697,7,1,1.2087576880678388,0.17267966972397697
Trimethylamine N-oxide,210322_Smp_Aloha_A,Aloha,45.12794995580209,3,1,135.38384986740627,45.12794995580209
Trimethylamine N-oxide,210322_Smp_Aloha_B,Aloha,41.97626554797308,3,1,125.92879664391924,41.97626554797308
Trimethylamine N-oxide,210322_Smp_Aloha_C,Aloha,58.497827268053115,3,1,175.49348180415933,58.497827268053115
Trimethylamine N-oxide,210322_Smp_LW_A,LW,0.75605177449846,3,1,2.26815532349538,0.75605177449846
Trimethylamine N-oxide,210322_Smp_LW_B,LW,0.9486538187321432,3,1,2.8459614561964295,0.9486538187321432
Trimethylamine N-oxide,210322_Smp_LW_C,LW,0.9525249020948937,3,1,2.857574706284681,0.9525249020948937
Trimethylamine N-oxide,210322_Smp_NP_A,NP,2.699607702557436,3,1,8.098823107672308,2.699607702557436
Trimethylamine N-oxide,210322_Smp_NP_B,NP,4.496248458645816,3,1,13.488745375937448,4.496248458645816
Trimethylamine N-oxide,210322_Smp_NP_C,NP,3.957634939673875,3,1,11.872904819021624,3.957634939673875
Trimethylamine N-oxide,210322_Smp_PS_A,PS,2.2216672864798257,3,1,6.665001859439477,2.2216672864798257
Trimethylamine N-oxide,210322_Smp_PS_B,PS,2.4142815987437176,3,1,7.242844796231153,2.4142815987437176
Trimethylamine N-oxide,210322_Smp_PS_C,PS,2.097754359252167,3,1,6.2932630777565,2.097754359252167
Trimethylammonium Propionate (TMAP),210322_Smp_Aloha_A,Aloha,0.23543444735033398,6,1,1.4126066841020037,0.23543444735033398
Trimethylammonium Propionate (TMAP),210322_Smp_Aloha_B,Aloha,0.21411822847271353,6,1,1.2847093708362811,0.21411822847271353
Trimethylammonium Propionate (TMAP),210322_Smp_Aloha_C,Aloha,0.24937658811205704,6,1,1.4962595286723421,0.24937658811205704
Trimethylammonium Propionate (TMAP),210322_Smp_LW_A,LW,0.03520719443535741,6,1,0.21124316661214443,0.03520719443535741
Trimethylammonium Propionate (TMAP),210322_Smp_LW_B,LW,0.06230548384289786,6,1,0.37383290305738714,0.06230548384289786
Trimethylammonium Propionate (TMAP),210322_Smp_LW_C,LW,0.06588101092972029,6,1,0.39528606557832174,0.06588101092972029
Trimethylammonium Propionate (TMAP),210322_Smp_NP_A,NP,0.11199932346745384,6,1,0.671995940804723,0.11199932346745384
Trimethylammonium Propionate (TMAP),210322_Smp_NP_B,NP,0.1809923560520155,6,1,1.085954136312093,0.1809923560520155
Trimethylammonium Propionate (TMAP),210322_Smp_NP_C,NP,0.16104225315181978,6,1,0.9662535189109187,0.16104225315181978
Trimethylammonium Propionate (TMAP),210322_Smp_PS_A,PS,2.745652230654511,6,1,16.473913383927066,2.745652230654511
Trimethylammonium Propionate (TMAP),210322_Smp_PS_B,PS,3.4568475598638266,6,1,20.74108535918296,3.4568475598638266
Trimethylammonium Propionate (TMAP),210322_Smp_PS_C,PS,2.9270104908644337,6,1,17.562062945186604,2.9270104908644337
Tyrosine,210322_Smp_Aloha_A,Aloha,2.9338569457375385,9,1,26.404712511637847,2.9338569457375385
Tyrosine,210322_Smp_Aloha_B,Aloha,2.72920155066293,9,1,24.56281395596637,2.72920155066293
Tyrosine,210322_Smp_Aloha_C,Aloha,1.5734496715159376,9,1,14.161047043643439,1.5734496715159376
Tyrosine,210322_Smp_LW_A,LW,1.3457092306836018,9,1,12.111383076152416,1.3457092306836018
Tyrosine,210322_Smp_LW_B,LW,2.190313896261033,9,1,19.712825066349296,2.190313896261033
Tyrosine,210322_Smp_LW_C,LW,1.0971308526362797,9,1,9.874177673726518,1.0971308526362797
Arsenobetaine,210322_Smp_Aloha_A,A,0.016435548613487918,5,NA,0.0821777430674396,NA
Arsenobetaine,210322_Smp_Aloha_B,A,0.014110141525530884,5,NA,0.07055070762765442,NA
Arsenobetaine,210322_Smp_Aloha_C,A,0.015624115351340378,5,NA,0.07812057675670189,NA
Alanine,210322_Smp_Aloha_A,A,14.814261577567944,3,1,44.44278473270383,14.814261577567944
Alanine,210322_Smp_Aloha_B,A,18.65391546793084,3,1,55.96174640379252,18.65391546793084
Alanine,210322_Smp_Aloha_C,A,15.532174019809244,3,1,46.59652205942773,15.532174019809244
Alanine,210322_Smp_LW_A,LW,8.88570518873984,3,1,26.657115566219517,8.88570518873984
Alanine,210322_Smp_LW_B,LW,9.893316580816345,3,1,29.679949742449033,9.893316580816345
Alanine,210322_Smp_LW_C,LW,8.793884807145348,3,1,26.381654421436046,8.793884807145348
Alanine,210322_Smp_NP_A,NP,2.805721186215614,3,1,8.417163558646843,2.805721186215614
Alanine,210322_Smp_NP_B,NP,3.0480331339307947,3,1,9.144099401792385,3.0480331339307947
Alanine,210322_Smp_NP_C,NP,2.3623936351306236,3,1,7.087180905391871,2.3623936351306236
Alanine,210322_Smp_PS_A,PS,7.273859429673807,3,1,21.82157828902142,7.273859429673807
Alanine,210322_Smp_PS_B,PS,6.0792472605617265,3,1,18.23774178168518,6.0792472605617265
Alanine,210322_Smp_PS_C,PS,8.124870609506225,3,1,24.374611828518674,8.124870609506225
Proline,210322_Smp_Aloha_A,A,6.89270730980001,5,1,34.463536549000054,6.89270730980001
Proline,210322_Smp_Aloha_B,A,8.879045477939892,5,1,44.39522738969946,8.879045477939892
Proline,210322_Smp_Aloha_C,A,7.919162983081844,5,1,39.59581491540922,7.919162983081844
Proline,210322_Smp_LW_A,LW,3.09021400378301,5,1,15.45107001891505,3.09021400378301
Proline,210322_Smp_LW_B,LW,3.938357227978294,5,1,19.69178613989147,3.938357227978294
Proline,210322_Smp_LW_C,LW,3.3954610952480158,5,1,16.97730547624008,3.3954610952480158
Proline,210322_Smp_NP_A,NP,1.4309756448974023,5,1,7.154878224487011,1.4309756448974023
Proline,210322_Smp_NP_B,NP,1.4026264591927073,5,1,7.013132295963537,1.4026264591927073
Proline,210322_Smp_NP_C,NP,1.1578178581552616,5,1,5.7890892907763085,1.1578178581552616
Proline,210322_Smp_PS_A,PS,1.3288737805828974,5,1,6.644368902914487,1.3288737805828974
Proline,210322_Smp_PS_B,PS,1.3015480131714043,5,1,6.507740065857021,1.3015480131714043
Proline,210322_Smp_PS_C,PS,1.7703237370417346,5,1,8.851618685208674,1.7703237370417346
Betaine,210322_Smp_Aloha_A,A,2.9089702618867777,5,1,14.544851309433888,2.9089702618867777
Betaine,210322_Smp_Aloha_B,A,2.994096700735117,5,1,14.970483503675585,2.994096700735117
Betaine,210322_Smp_Aloha_C,A,3.4234886062653507,5,1,17.117443031326754,3.4234886062653507
Betaine,210322_Smp_NP_A,NP,2.8363115720989356,5,1,14.181557860494678,2.8363115720989356
Betaine,210322_Smp_NP_B,NP,2.8411019701015348,5,1,14.205509850507674,2.8411019701015348
Betaine,210322_Smp_NP_C,NP,2.745392348051463,5,1,13.726961740257316,2.745392348051463
Betaine,210322_Smp_PS_A,PS,5.095383313641939,5,1,25.476916568209695,5.095383313641939
Betaine,210322_Smp_PS_B,PS,5.088259002881881,5,1,25.441295014409405,5.088259002881881
Betaine,210322_Smp_PS_C,PS,5.425160658736628,5,1,27.12580329368314,5.425160658736628
Cytosine,210322_Smp_Aloha_A,A,0.49249862951433787,4,3,1.9699945180573515,1.4774958885430136
Cytosine,210322_Smp_Aloha_B,A,0.4088586896493576,4,3,1.6354347585974305,1.226576068948073
Cytosine,210322_Smp_Aloha_C,A,0.5014913513384588,4,3,2.005965405353835,1.5044740540153763
Cytosine,210322_Smp_LW_A,LW,1.0870062172038168,4,3,4.348024868815267,3.2610186516114505
Cytosine,210322_Smp_LW_B,LW,1.269117537699715,4,3,5.07647015079886,3.807352613099145
Cytosine,210322_Smp_LW_C,LW,1.2832832505910023,4,3,5.133133002364009,3.8498497517730073
Cytosine,210322_Smp_NP_A,NP,0.732822455121605,4,3,2.93128982048642,2.1984673653648152
Cytosine,210322_Smp_NP_B,NP,0.774438414032308,4,3,3.097753656129232,2.323315242096924
Cytosine,210322_Smp_NP_C,NP,1.2293922110695437,4,3,4.917568844278175,3.6881766332086308
Cytosine,210322_Smp_PS_A,PS,1.3110201603904277,4,3,5.244080641561711,3.933060481171283
Cytosine,210322_Smp_PS_B,PS,1.4320800791256585,4,3,5.728320316502634,4.296240237376976
Cytosine,210322_Smp_PS_C,PS,1.4495932406939382,4,3,5.798372962775753,4.348779722081815
