Rep,Compound,Area
210322_Blk_Blank1_A,"Acetyl CoA, 13C2",NA
210322_Blk_Blank1_B,"Acetyl CoA, 13C2",NA
210322_Blk_Blank1_C,"Acetyl CoA, 13C2",NA
210322_Blk_Blank2_A,"Acetyl CoA, 13C2",NA
210322_Blk_Blank2_B,"Acetyl CoA, 13C2",17559
210322_Blk_Blank2_C,"Acetyl CoA, 13C2",NA
210322_Blk_Blank3_A,"Acetyl CoA, 13C2",NA
210322_Blk_Blank3_B,"Acetyl CoA, 13C2",NA
210322_Blk_Blank3_C,"Acetyl CoA, 13C2",NA
210322_Blk_Blank4_A,"Acetyl CoA, 13C2",NA
210322_Blk_Blank4_B,"Acetyl CoA, 13C2",NA
210322_Blk_Blank4_C,"Acetyl CoA, 13C2",NA
210322_Blk_Blank5_A,"Acetyl CoA, 13C2",NA
210322_Blk_Blank5_B,"Acetyl CoA, 13C2",NA
210322_Blk_Blank5_C,"Acetyl CoA, 13C2",NA
210322_Smp_Aloha_A,"Acetyl CoA, 13C2",NA
210322_Smp_Aloha_B,"Acetyl CoA, 13C2",NA
210322_Smp_Aloha_C,"Acetyl CoA, 13C2",NA
210322_Smp_LW_A,"Acetyl CoA, 13C2",NA
210322_Smp_LW_B,"Acetyl CoA, 13C2",NA
210322_Smp_LW_C,"Acetyl CoA, 13C2",NA
210322_Smp_NP_A,"Acetyl CoA, 13C2",NA
210322_Smp_NP_B,"Acetyl CoA, 13C2",NA
210322_Smp_NP_C,"Acetyl CoA, 13C2",NA
210322_Smp_PS_A,"Acetyl CoA, 13C2",NA
210322_Smp_PS_B,"Acetyl CoA, 13C2",NA
210322_Smp_PS_C,"Acetyl CoA, 13C2",NA
210322_Blk_Blank1_A,"Adenosine Monophosphate, 15N5",34100880
210322_Blk_Blank1_B,"Adenosine Monophosphate, 15N5",30544238
210322_Blk_Blank1_C,"Adenosine Monophosphate, 15N5",24493776
210322_Blk_Blank2_A,"Adenosine Monophosphate, 15N5",35253668
210322_Blk_Blank2_B,"Adenosine Monophosphate, 15N5",37850748
210322_Blk_Blank2_C,"Adenosine Monophosphate, 15N5",33264078
210322_Blk_Blank3_A,"Adenosine Monophosphate, 15N5",35120488
210322_Blk_Blank3_B,"Adenosine Monophosphate, 15N5",28852278
210322_Blk_Blank3_C,"Adenosine Monophosphate, 15N5",36266748
210322_Blk_Blank4_A,"Adenosine Monophosphate, 15N5",38090700
210322_Blk_Blank4_B,"Adenosine Monophosphate, 15N5",39737824
210322_Blk_Blank4_C,"Adenosine Monophosphate, 15N5",37733036
210322_Blk_Blank5_A,"Adenosine Monophosphate, 15N5",31992798
210322_Blk_Blank5_B,"Adenosine Monophosphate, 15N5",28548748
210322_Blk_Blank5_C,"Adenosine Monophosphate, 15N5",37669664
210322_Smp_Aloha_A,"Adenosine Monophosphate, 15N5",35042848
210322_Smp_Aloha_B,"Adenosine Monophosphate, 15N5",31724300
210322_Smp_Aloha_C,"Adenosine Monophosphate, 15N5",32956102
210322_Smp_LW_A,"Adenosine Monophosphate, 15N5",29812722
210322_Smp_LW_B,"Adenosine Monophosphate, 15N5",37134900
210322_Smp_LW_C,"Adenosine Monophosphate, 15N5",32080320
210322_Smp_NP_A,"Adenosine Monophosphate, 15N5",36366548
210322_Smp_NP_B,"Adenosine Monophosphate, 15N5",36155048
210322_Smp_NP_C,"Adenosine Monophosphate, 15N5",36662176
210322_Smp_PS_A,"Adenosine Monophosphate, 15N5",37553528
210322_Smp_PS_B,"Adenosine Monophosphate, 15N5",35493712
210322_Smp_PS_C,"Adenosine Monophosphate, 15N5",33683232
210322_Blk_Blank1_A,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank1_B,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank1_C,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank2_A,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank2_B,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank2_C,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank3_A,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank3_B,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank3_C,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank4_A,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank4_B,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank4_C,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank5_A,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank5_B,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank5_C,"Guanosine Monophosphate, 15N5",NA
210322_Smp_Aloha_A,"Guanosine Monophosphate, 15N5",32629
210322_Smp_Aloha_B,"Guanosine Monophosphate, 15N5",NA
210322_Smp_Aloha_C,"Guanosine Monophosphate, 15N5",16449
210322_Smp_LW_A,"Guanosine Monophosphate, 15N5",NA
210322_Smp_LW_B,"Guanosine Monophosphate, 15N5",NA
210322_Smp_LW_C,"Guanosine Monophosphate, 15N5",NA
210322_Smp_NP_A,"Guanosine Monophosphate, 15N5",NA
210322_Smp_NP_B,"Guanosine Monophosphate, 15N5",NA
210322_Smp_NP_C,"Guanosine Monophosphate, 15N5",NA
210322_Smp_PS_A,"Guanosine Monophosphate, 15N5",NA
210322_Smp_PS_B,"Guanosine Monophosphate, 15N5",NA
210322_Smp_PS_C,"Guanosine Monophosphate, 15N5",NA
210322_Blk_Blank1_A,"Isethionic Acid, 13C2",NA
210322_Blk_Blank1_B,"Isethionic Acid, 13C2",NA
210322_Blk_Blank1_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank2_A,"Isethionic Acid, 13C2",NA
210322_Blk_Blank2_B,"Isethionic Acid, 13C2",NA
210322_Blk_Blank2_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank3_A,"Isethionic Acid, 13C2",NA
210322_Blk_Blank3_B,"Isethionic Acid, 13C2",NA
210322_Blk_Blank3_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank4_A,"Isethionic Acid, 13C2",NA
210322_Blk_Blank4_B,"Isethionic Acid, 13C2",NA
210322_Blk_Blank4_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank5_A,"Isethionic Acid, 13C2",NA
210322_Blk_Blank5_B,"Isethionic Acid, 13C2",NA
210322_Blk_Blank5_C,"Isethionic Acid, 13C2",NA
210322_Smp_Aloha_A,"Isethionic Acid, 13C2",NA
210322_Smp_Aloha_B,"Isethionic Acid, 13C2",NA
210322_Smp_Aloha_C,"Isethionic Acid, 13C2",14606
210322_Smp_LW_A,"Isethionic Acid, 13C2",NA
210322_Smp_LW_B,"Isethionic Acid, 13C2",NA
210322_Smp_LW_C,"Isethionic Acid, 13C2",NA
210322_Smp_NP_A,"Isethionic Acid, 13C2",NA
210322_Smp_NP_B,"Isethionic Acid, 13C2",NA
210322_Smp_NP_C,"Isethionic Acid, 13C2",NA
210322_Smp_PS_A,"Isethionic Acid, 13C2",NA
210322_Smp_PS_B,"Isethionic Acid, 13C2",NA
210322_Smp_PS_C,"Isethionic Acid, 13C2",NA
210322_Blk_Blank1_A,"L-Cysteic Acid, D3",7609495
210322_Blk_Blank1_B,"L-Cysteic Acid, D3",6910193
210322_Blk_Blank1_C,"L-Cysteic Acid, D3",5407357
210322_Blk_Blank2_A,"L-Cysteic Acid, D3",7330128
210322_Blk_Blank2_B,"L-Cysteic Acid, D3",7470022
210322_Blk_Blank2_C,"L-Cysteic Acid, D3",6667317
210322_Blk_Blank3_A,"L-Cysteic Acid, D3",7535123
210322_Blk_Blank3_B,"L-Cysteic Acid, D3",6064715
210322_Blk_Blank3_C,"L-Cysteic Acid, D3",7429434
210322_Blk_Blank4_A,"L-Cysteic Acid, D3",7311196
210322_Blk_Blank4_B,"L-Cysteic Acid, D3",7385021
210322_Blk_Blank4_C,"L-Cysteic Acid, D3",7349910
210322_Blk_Blank5_A,"L-Cysteic Acid, D3",6531355
210322_Blk_Blank5_B,"L-Cysteic Acid, D3",6032016
210322_Blk_Blank5_C,"L-Cysteic Acid, D3",7105867
210322_Smp_Aloha_A,"L-Cysteic Acid, D3",7636211
210322_Smp_Aloha_B,"L-Cysteic Acid, D3",7285770
210322_Smp_Aloha_C,"L-Cysteic Acid, D3",7192011
210322_Smp_LW_A,"L-Cysteic Acid, D3",6903490
210322_Smp_LW_B,"L-Cysteic Acid, D3",7337527
210322_Smp_LW_C,"L-Cysteic Acid, D3",6590233
210322_Smp_NP_A,"L-Cysteic Acid, D3",7651373
210322_Smp_NP_B,"L-Cysteic Acid, D3",7484702
210322_Smp_NP_C,"L-Cysteic Acid, D3",7548203
210322_Smp_PS_A,"L-Cysteic Acid, D3",7103890
210322_Smp_PS_B,"L-Cysteic Acid, D3",7647942
210322_Smp_PS_C,"L-Cysteic Acid, D3",7284975
210322_Blk_Blank1_A,"Sucrose, 13C",43166912
210322_Blk_Blank1_B,"Sucrose, 13C",38068724
210322_Blk_Blank1_C,"Sucrose, 13C",30135620
210322_Blk_Blank2_A,"Sucrose, 13C",41363736
210322_Blk_Blank2_B,"Sucrose, 13C",39545432
210322_Blk_Blank2_C,"Sucrose, 13C",38873412
210322_Blk_Blank3_A,"Sucrose, 13C",42849908
210322_Blk_Blank3_B,"Sucrose, 13C",33310490
210322_Blk_Blank3_C,"Sucrose, 13C",42130172
210322_Blk_Blank4_A,"Sucrose, 13C",41500644
210322_Blk_Blank4_B,"Sucrose, 13C",41588380
210322_Blk_Blank4_C,"Sucrose, 13C",39112352
210322_Blk_Blank5_A,"Sucrose, 13C",38300848
210322_Blk_Blank5_B,"Sucrose, 13C",32683620
210322_Blk_Blank5_C,"Sucrose, 13C",44101984
210322_Smp_Aloha_A,"Sucrose, 13C",40731968
210322_Smp_Aloha_B,"Sucrose, 13C",39266728
210322_Smp_Aloha_C,"Sucrose, 13C",40113528
210322_Smp_LW_A,"Sucrose, 13C",38240944
210322_Smp_LW_B,"Sucrose, 13C",39723572
210322_Smp_LW_C,"Sucrose, 13C",38001932
210322_Smp_NP_A,"Sucrose, 13C",40491412
210322_Smp_NP_B,"Sucrose, 13C",41701260
210322_Smp_NP_C,"Sucrose, 13C",43453488
210322_Smp_PS_A,"Sucrose, 13C",39251912
210322_Smp_PS_B,"Sucrose, 13C",40774704
210322_Smp_PS_C,"Sucrose, 13C",41041560
210322_Blk_Blank1_A,"Taurine, D4",20043832
210322_Blk_Blank1_B,"Taurine, D4",17382230
210322_Blk_Blank1_C,"Taurine, D4",13954598
210322_Blk_Blank2_A,"Taurine, D4",21036194
210322_Blk_Blank2_B,"Taurine, D4",21324004
210322_Blk_Blank2_C,"Taurine, D4",18946214
210322_Blk_Blank3_A,"Taurine, D4",22319814
210322_Blk_Blank3_B,"Taurine, D4",18015176
210322_Blk_Blank3_C,"Taurine, D4",20215154
210322_Blk_Blank4_A,"Taurine, D4",22183742
210322_Blk_Blank4_B,"Taurine, D4",22078890
210322_Blk_Blank4_C,"Taurine, D4",21464184
210322_Blk_Blank5_A,"Taurine, D4",19461610
210322_Blk_Blank5_B,"Taurine, D4",17630034
210322_Blk_Blank5_C,"Taurine, D4",21927168
210322_Smp_Aloha_A,"Taurine, D4",19704200
210322_Smp_Aloha_B,"Taurine, D4",19100482
210322_Smp_Aloha_C,"Taurine, D4",19072960
210322_Smp_LW_A,"Taurine, D4",21487776
210322_Smp_LW_B,"Taurine, D4",20953410
210322_Smp_LW_C,"Taurine, D4",20194198
210322_Smp_NP_A,"Taurine, D4",21108996
210322_Smp_NP_B,"Taurine, D4",20721998
210322_Smp_NP_C,"Taurine, D4",19622046
210322_Smp_PS_A,"Taurine, D4",20606854
210322_Smp_PS_B,"Taurine, D4",19899670
210322_Smp_PS_C,"Taurine, D4",18764564
210322_Blk_Blank1_A,"Trehalose, 13C",43166912
210322_Blk_Blank1_B,"Trehalose, 13C",38068724
210322_Blk_Blank1_C,"Trehalose, 13C",30135620
210322_Blk_Blank2_A,"Trehalose, 13C",41363736
210322_Blk_Blank2_B,"Trehalose, 13C",39545432
210322_Blk_Blank2_C,"Trehalose, 13C",38873412
210322_Blk_Blank3_A,"Trehalose, 13C",42849908
210322_Blk_Blank3_B,"Trehalose, 13C",33310490
210322_Blk_Blank3_C,"Trehalose, 13C",42130172
210322_Blk_Blank4_A,"Trehalose, 13C",41500644
210322_Blk_Blank4_B,"Trehalose, 13C",41588380
210322_Blk_Blank4_C,"Trehalose, 13C",39112352
210322_Blk_Blank5_A,"Trehalose, 13C",38300848
210322_Blk_Blank5_B,"Trehalose, 13C",32683620
210322_Blk_Blank5_C,"Trehalose, 13C",44101984
210322_Smp_Aloha_A,"Trehalose, 13C",40731968
210322_Smp_Aloha_B,"Trehalose, 13C",39266728
210322_Smp_Aloha_C,"Trehalose, 13C",40113528
210322_Smp_LW_A,"Trehalose, 13C",38240944
210322_Smp_LW_B,"Trehalose, 13C",39723572
210322_Smp_LW_C,"Trehalose, 13C",38001932
210322_Smp_NP_A,"Trehalose, 13C",40491412
210322_Smp_NP_B,"Trehalose, 13C",41701260
210322_Smp_NP_C,"Trehalose, 13C",43453488
210322_Smp_PS_A,"Trehalose, 13C",39251912
210322_Smp_PS_B,"Trehalose, 13C",40774704
210322_Smp_PS_C,"Trehalose, 13C",41041560
210322_Blk_Blank1_A,"Succinic Acid, D4",83921600
210322_Blk_Blank1_B,"Succinic Acid, D4",76977704
210322_Blk_Blank1_C,"Succinic Acid, D4",59745664
210322_Blk_Blank2_A,"Succinic Acid, D4",80982088
210322_Blk_Blank2_B,"Succinic Acid, D4",81482152
210322_Blk_Blank2_C,"Succinic Acid, D4",74552616
210322_Blk_Blank3_A,"Succinic Acid, D4",81541168
210322_Blk_Blank3_B,"Succinic Acid, D4",67160080
210322_Blk_Blank3_C,"Succinic Acid, D4",82942056
210322_Blk_Blank4_A,"Succinic Acid, D4",79870408
210322_Blk_Blank4_B,"Succinic Acid, D4",80596320
210322_Blk_Blank4_C,"Succinic Acid, D4",77232592
210322_Blk_Blank5_A,"Succinic Acid, D4",73561520
210322_Blk_Blank5_B,"Succinic Acid, D4",60693032
210322_Blk_Blank5_C,"Succinic Acid, D4",78652016
210322_Smp_Aloha_A,"Succinic Acid, D4",80319232
210322_Smp_Aloha_B,"Succinic Acid, D4",81915752
210322_Smp_Aloha_C,"Succinic Acid, D4",79565680
210322_Smp_LW_A,"Succinic Acid, D4",72900288
210322_Smp_LW_B,"Succinic Acid, D4",78790168
210322_Smp_LW_C,"Succinic Acid, D4",72918560
210322_Smp_NP_A,"Succinic Acid, D4",78969896
210322_Smp_NP_B,"Succinic Acid, D4",80688912
210322_Smp_NP_C,"Succinic Acid, D4",81262248
210322_Smp_PS_A,"Succinic Acid, D4",77067944
210322_Smp_PS_B,"Succinic Acid, D4",83381136
210322_Smp_PS_C,"Succinic Acid, D4",78966184
210322_Blk_Blank1_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank1_B,"Sulfoacetic Acid, 13C2",13159
210322_Blk_Blank1_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank2_A,"Sulfoacetic Acid, 13C2",14797
210322_Blk_Blank2_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank2_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank3_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank3_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank3_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank4_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank4_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank4_C,"Sulfoacetic Acid, 13C2",14839
210322_Blk_Blank5_A,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank5_B,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank5_C,"Sulfoacetic Acid, 13C2",12931
210322_Smp_Aloha_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_Aloha_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_Aloha_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_LW_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_LW_B,"Sulfoacetic Acid, 13C2",13212
210322_Smp_LW_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_NP_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_NP_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_NP_C,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PS_A,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PS_B,"Sulfoacetic Acid, 13C2",NA
210322_Smp_PS_C,"Sulfoacetic Acid, 13C2",NA
210322_Blk_Blank1_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank1_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank1_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank2_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank2_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank2_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank3_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank3_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank3_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank4_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank4_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank4_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank5_A,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank5_B,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank5_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_Aloha_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_Aloha_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_Aloha_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_LW_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_LW_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_LW_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_NP_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_NP_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_NP_C,"Sulfolactic Acid, 13C3",NA
210322_Smp_PS_A,"Sulfolactic Acid, 13C3",NA
210322_Smp_PS_B,"Sulfolactic Acid, 13C3",NA
210322_Smp_PS_C,"Sulfolactic Acid, 13C3",NA
210322_Blk_Blank1_A,"Thymine, D4",100087896
210322_Blk_Blank1_B,"Thymine, D4",89106680
210322_Blk_Blank1_C,"Thymine, D4",70490256
210322_Blk_Blank2_A,"Thymine, D4",103234568
210322_Blk_Blank2_B,"Thymine, D4",107547376
210322_Blk_Blank2_C,"Thymine, D4",97925384
210322_Blk_Blank3_A,"Thymine, D4",103789944
210322_Blk_Blank3_B,"Thymine, D4",88075816
210322_Blk_Blank3_C,"Thymine, D4",104147736
210322_Blk_Blank4_A,"Thymine, D4",104873656
